count haswon primaryweapon
26719 0 SPAS-15
4608 0 SR-25
5584 0 SUPER_90
61112 0 Shield
5683 0 SuperNova
94774 0 TYPE-89
91604 0 UMP45
54369 0 VECTOR_.45_ACP
144128 1 416-C_CARBINE
16121 1 552_COMMANDO
95160 1 556XI
11021 1 6P41
65183 1 9mm_C1
41345 1 9x19VSN
62016 1 AK-12
25764 1 AR33
11680 1 AUG_A2
49857 1 C7E
34066 1 C8-SFW
11874 1 CAMRS
94713 1 F2
34920 1 FMG-9
32738 1 G36C
3232 1 G8A1
6564 1 HK417
1673 1 ITA12L
106564 1 L85A2
23097 1 M1014
64529 1 M12
2755 1 M249
50841 1 M590A1
11245 1 M870
32885 1 MK17_CQB
96879 1 MP5
64946 1 MP5K
21743 1 MP5SD
111272 1 MP7
79102 1 MPX
87256 1 OTs-03
17117 1 P90
27479 1 PARA-308
15955 1 PDW9
106414 1 R4-C
7247 1 SASG-12
6279 1 SG-CQB
9581 1 SPAS-12
27501 1 SPAS-15
4504 1 SR-25
5974 1 SUPER_90
58495 1 Shield
5559 1 SuperNova
101177 1 TYPE-89
90083 1 UMP45
55164 1 VECTOR_.45_ACP
133908 0 416-C_CARBINE
16540 0 552_COMMANDO
89652 0 556XI
11808 0 6P41
58805 0 9mm_C1
44471 0 9x19VSN
68169 0 AK-12
26025 0 AR33
14235 0 AUG_A2
66682 0 C7E
34734 0 C8-SFW
14520 0 CAMRS
87650 0 F2
35452 0 FMG-9
31115 0 G36C
3878 0 G8A1
8780 0 HK417
2541 0 ITA12L
98775 0 L85A2
24563 0 M1014
60190 0 M12
2865 0 M249
44598 0 M590A1
11894 0 M870
31132 0 MK17_CQB
91715 0 MP5
68173 0 MP5K
18711 0 MP5SD
100022 0 MP7
69475 0 MPX
61285 0 OTs-03
18692 0 P90
27281 0 PARA-308
16368 0 PDW9
93806 0 R4-C
8994 0 SASG-12
7254 0 SG-CQB
10353 0 SPAS-12
26974 0 SPAS-15
5179 0 SR-25
6583 0 SUPER_90
54081 0 Shield
5760 0 SuperNova
93871 0 TYPE-89
89688 0 UMP45
66565 0 VECTOR_.45_ACP
140839 1 416-C_CARBINE
17154 1 552_COMMANDO
94496 1 556XI
11832 1 6P41
66984 1 9mm_C1
43545 1 9x19VSN
70553 1 AK-12
26322 1 AR33
14542 1 AUG_A2
71004 1 C7E
35028 1 C8-SFW
14800 1 CAMRS
95645 1 F2
34476 1 FMG-9
32847 1 G36C
3827 1 G8A1
8303 1 HK417
2363 1 ITA12L
104013 1 L85A2
23276 1 M1014
62844 1 M12
2705 1 M249
44623 1 M590A1
10332 1 M870
32521 1 MK17_CQB
99385 1 MP5
69843 1 MP5K
19359 1 MP5SD
103779 1 MP7
73285 1 MPX
62349 1 OTs-03
18717 1 P90
28068 1 PARA-308
16937 1 PDW9
99365 1 R4-C
7896 1 SASG-12
6640 1 SG-CQB
10398 1 SPAS-12
28315 1 SPAS-15
5021 1 SR-25
7020 1 SUPER_90
51258 1 Shield
5874 1 SuperNova
100039 1 TYPE-89
88986 1 UMP45
68780 1 VECTOR_.45_ACP
136175 0 416-C_CARBINE
16425 0 552_COMMANDO
92598 0 556XI
11861 0 6P41
57393 0 9mm_C1
43513 0 9x19VSN
66238 0 AK-12
26661 0 AR33
12948 0 AUG_A2
56861 0 C7E
32827 0 C8-SFW
13324 0 CAMRS
85234 0 F2
36154 0 FMG-9
31644 0 G36C
3664 0 G8A1
7909 0 HK417
2103 0 ITA12L
102103 0 L85A2
23690 0 M1014
60448 0 M12
2698 0 M249
45889 0 M590A1
11945 0 M870
30691 0 MK17_CQB
91673 0 MP5
69888 0 MP5K
18876 0 MP5SD
102180 0 MP7
72074 0 MPX
77933 0 OTs-03
18443 0 P90
27123 0 PARA-308
14757 0 PDW9
93153 0 R4-C
8451 0 SASG-12
6317 0 SG-CQB
9716 0 SPAS-12
27072 0 SPAS-15
4922 0 SR-25
5932 0 SUPER_90
57349 0 Shield
5427 0 SuperNova
94133 0 TYPE-89
89856 0 UMP45
60191 0 VECTOR_.45_ACP
143125 1 416-C_CARBINE
16911 1 552_COMMANDO
96311 1 556XI
11697 1 6P41
66488 1 9mm_C1
43102 1 9x19VSN
68630 1 AK-12
27162 1 AR33
12967 1 AUG_A2
59744 1 C7E
32971 1 C8-SFW
13291 1 CAMRS
92360 1 F2
35776 1 FMG-9
32891 1 G36C
3656 1 G8A1
7458 1 HK417
2069 1 ITA12L
105854 1 L85A2
22285 1 M1014
63264 1 M12
2723 1 M249
45873 1 M590A1
10699 1 M870
31858 1 MK17_CQB
99436 1 MP5
70615 1 MP5K
20222 1 MP5SD
106872 1 MP7
76212 1 MPX
79617 1 OTs-03
18331 1 P90
27750 1 PARA-308
14854 1 PDW9
98191 1 R4-C
7421 1 SASG-12
5660 1 SG-CQB
9908 1 SPAS-12
28526 1 SPAS-15
4527 1 SR-25
6194 1 SUPER_90
54147 1 Shield
5372 1 SuperNova
99437 1 TYPE-89
89129 1 UMP45
61952 1 VECTOR_.45_ACP
131078 0 416-C_CARBINE
16542 0 552_COMMANDO
92040 0 556XI
12255 0 6P41
55184 0 9mm_C1
45742 0 9x19VSN
70361 0 AK-12
27764 0 AR33
12096 0 AUG_A2
76269 0 C7E
32292 0 C8-SFW
14329 0 CAMRS
87612 0 F2
36207 0 FMG-9
32247 0 G36C
3798 0 G8A1
9176 0 HK417
3049 0 ITA12L
102106 0 L85A2
24307 0 M1014
58101 0 M12
2987 0 M249
39299 0 M590A1
10925 0 M870
31996 0 MK17_CQB
95580 0 MP5
71275 0 MP5K
18860 0 MP5SD
95714 0 MP7
67350 0 MPX
46135 0 OTs-03
20042 0 P90
30726 0 PARA-308
17697 0 PDW9
89871 0 R4-C
8779 0 SASG-12
6294 0 SG-CQB
10687 0 SPAS-12
24033 0 SPAS-15
5274 0 SR-25
6237 0 SUPER_90
50575 0 Shield
6837 0 SuperNova
95569 0 TYPE-89
88445 0 UMP45
78740 0 VECTOR_.45_ACP
139097 1 416-C_CARBINE
17270 1 552_COMMANDO
96047 1 556XI
12121 1 6P41
62685 1 9mm_C1
43544 1 9x19VSN
72803 1 AK-12
28228 1 AR33
12133 1 AUG_A2
82001 1 C7E
33418 1 C8-SFW
14374 1 CAMRS
97767 1 F2
35700 1 FMG-9
33787 1 G36C
3678 1 G8A1
8457 1 HK417
2851 1 ITA12L
106780 1 L85A2
22830 1 M1014
60708 1 M12
2896 1 M249
38796 1 M590A1
10002 1 M870
33461 1 MK17_CQB
103372 1 MP5
72493 1 MP5K
19451 1 MP5SD
99820 1 MP7
72296 1 MPX
45618 1 OTs-03
19649 1 P90
31641 1 PARA-308
18435 1 PDW9
97349 1 R4-C
7508 1 SASG-12
5591 1 SG-CQB
11010 1 SPAS-12
25246 1 SPAS-15
5010 1 SR-25
6579 1 SUPER_90
47932 1 Shield
6667 1 SuperNova
102628 1 TYPE-89
86664 1 UMP45
81125 1 VECTOR_.45_ACP
136003 0 416-C_CARBINE
15794 0 552_COMMANDO
91371 0 556XI
11606 0 6P41
61652 0 9mm_C1
41311 0 9x19VSN
64980 0 AK-12
26340 0 AR33
11861 0 AUG_A2
54199 0 C7E
36625 0 C8-SFW
14860 0 CAMRS
85969 0 F2
36631 0 FMG-9
30720 0 G36C
3387 0 G8A1
7732 0 HK417
1917 0 ITA12L
102849 0 L85A2
23414 0 M1014
60430 0 M12
2783 0 M249
48629 0 M590A1
11238 0 M870
31498 0 MK17_CQB
90475 0 MP5
69337 0 MP5K
19089 0 MP5SD
102508 0 MP7
72607 0 MPX
78607 0 OTs-03
17860 0 P90
27651 0 PARA-308
14847 0 PDW9
94738 0 R4-C
8208 0 SASG-12
6646 0 SG-CQB
9499 0 SPAS-12
27504 0 SPAS-15
4784 0 SR-25
6512 0 SUPER_90
54513 0 Shield
5373 0 SuperNova
94696 0 TYPE-89
89255 0 UMP45
57201 0 VECTOR_.45_ACP
142672 1 416-C_CARBINE
16265 1 552_COMMANDO
94982 1 556XI
11147 1 6P41
71275 1 9mm_C1
41294 1 9x19VSN
66489 1 AK-12
27027 1 AR33
11810 1 AUG_A2
57117 1 C7E
36963 1 C8-SFW
14688 1 CAMRS
93435 1 F2
35917 1 FMG-9
31880 1 G36C
3246 1 G8A1
7403 1 HK417
1711 1 ITA12L
106404 1 L85A2
22200 1 M1014
64084 1 M12
2585 1 M249
48713 1 M590A1
10318 1 M870
32279 1 MK17_CQB
98403 1 MP5
71089 1 MP5K
20269 1 MP5SD
106251 1 MP7
76786 1 MPX
81180 1 OTs-03
17744 1 P90
28023 1 PARA-308
14932 1 PDW9
99982 1 R4-C
7407 1 SASG-12
6115 1 SG-CQB
9620 1 SPAS-12
28358 1 SPAS-15
4390 1 SR-25
7063 1 SUPER_90
51509 1 Shield
5433 1 SuperNova
99708 1 TYPE-89
89575 1 UMP45
58550 1 VECTOR_.45_ACP
138089 0 416-C_CARBINE
15189 0 552_COMMANDO
90142 0 556XI
11330 0 6P41
57212 0 9mm_C1
44130 0 9x19VSN
61409 0 AK-12
24921 0 AR33
11205 0 AUG_A2
48682 0 C7E
31918 0 C8-SFW
11523 0 CAMRS
87059 0 F2
37903 0 FMG-9
30638 0 G36C
3517 0 G8A1
7621 0 HK417
1973 0 ITA12L
98873 0 L85A2
23476 0 M1014
63110 0 M12
2749 0 M249
47044 0 M590A1
12712 0 M870
32146 0 MK17_CQB
94008 0 MP5
64635 0 MP5K
18279 0 MP5SD
106049 0 MP7
75306 0 MPX
84929 0 OTs-03
18633 0 P90
26787 0 PARA-308
14885 0 PDW9
96458 0 R4-C
8654 0 SASG-12
6781 0 SG-CQB
9822 0 SPAS-12
27045 0 SPAS-15
4615 0 SR-25
5710 0 SUPER_90
65107 0 Shield
5051 0 SuperNova
92444 0 TYPE-89
89349 0 UMP45
55504 0 VECTOR_.45_ACP
143266 1 416-C_CARBINE
15794 1 552_COMMANDO
95681 1 556XI
11263 1 6P41
65311 1 9mm_C1
43184 1 9x19VSN
64026 1 AK-12
25740 1 AR33
11384 1 AUG_A2
52305 1 C7E
32117 1 C8-SFW
11738 1 CAMRS
95826 1 F2
36036 1 FMG-9
32324 1 G36C
3294 1 G8A1
7141 1 HK417
1805 1 ITA12L
104196 1 L85A2
21899 1 M1014
64999 1 M12
2672 1 M249
46350 1 M590A1
11438 1 M870
33628 1 MK17_CQB
101225 1 MP5
65145 1 MP5K
19381 1 MP5SD
109084 1 MP7
79095 1 MPX
89389 1 OTs-03
18328 1 P90
27906 1 PARA-308
15631 1 PDW9
103688 1 R4-C
7533 1 SASG-12
5983 1 SG-CQB
9893 1 SPAS-12
27978 1 SPAS-15
4698 1 SR-25
6051 1 SUPER_90
63358 1 Shield
4884 1 SuperNova
98772 1 TYPE-89
87593 1 UMP45
56346 1 VECTOR_.45_ACP
137117 0 416-C_CARBINE
16150 0 552_COMMANDO
88530 0 556XI
11243 0 6P41
60947 0 9mm_C1
41723 0 9x19VSN
63270 0 AK-12
25929 0 AR33
12779 0 AUG_A2
53173 0 C7E
37251 0 C8-SFW
14377 0 CAMRS
87388 0 F2
37832 0 FMG-9
30768 0 G36C
3609 0 G8A1
7461 0 HK417
1964 0 ITA12L
104559 0 L85A2
23732 0 M1014
60329 0 M12
2875 0 M249
51655 0 M590A1
12538 0 M870
31547 0 MK17_CQB
89837 0 MP5
66908 0 MP5K
18390 0 MP5SD
103201 0 MP7
73527 0 MPX
71430 0 OTs-03
18048 0 P90
26700 0 PARA-308
14800 0 PDW9
96004 0 R4-C
8494 0 SASG-12
6457 0 SG-CQB
9590 0 SPAS-12
28839 0 SPAS-15
4801 0 SR-25
6391 0 SUPER_90
57486 0 Shield
5441 0 SuperNova
93103 0 TYPE-89
90172 0 UMP45
56668 0 VECTOR_.45_ACP
142445 1 416-C_CARBINE
17317 1 552_COMMANDO
93278 1 556XI
11118 1 6P41
69146 1 9mm_C1
40859 1 9x19VSN
65972 1 AK-12
26968 1 AR33
12933 1 AUG_A2
56791 1 C7E
37825 1 C8-SFW
14736 1 CAMRS
96239 1 F2
36875 1 FMG-9
32438 1 G36C
3440 1 G8A1
7009 1 HK417
1769 1 ITA12L
109263 1 L85A2
22241 1 M1014
62678 1 M12
2849 1 M249
50885 1 M590A1
10974 1 M870
32926 1 MK17_CQB
96753 1 MP5
67849 1 MP5K
19481 1 MP5SD
106798 1 MP7
77504 1 MPX
73624 1 OTs-03
17876 1 P90
27542 1 PARA-308
15281 1 PDW9
102541 1 R4-C
7285 1 SASG-12
5772 1 SG-CQB
9431 1 SPAS-12
30012 1 SPAS-15
4819 1 SR-25
7035 1 SUPER_90
55415 1 Shield
5421 1 SuperNova
99722 1 TYPE-89
88472 1 UMP45
57360 1 VECTOR_.45_ACP
65544 0 416-C_CARBINE
7464 0 552_COMMANDO
43569 0 556XI
5872 0 6P41
27968 0 9mm_C1
21533 0 9x19VSN
32939 0 AK-12
12144 0 AR33
5955 0 AUG_A2
29915 0 C7E
15765 0 C8-SFW
6304 0 CAMRS
44438 0 F2
17567 0 FMG-9
14420 0 G36C
1798 0 G8A1
4197 0 HK417
1084 0 ITA12L
48330 0 L85A2
11757 0 M1014
30372 0 M12
1471 0 M249
20568 0 M590A1
5567 0 M870
15767 0 MK17_CQB
45862 0 MP5
32266 0 MP5K
8194 0 MP5SD
49865 0 MP7
35139 0 MPX
30146 0 OTs-03
9585 0 P90
13768 0 PARA-308
7668 0 PDW9
46704 0 R4-C
4066 0 SASG-12
3669 0 SG-CQB
5125 0 SPAS-12
13490 0 SPAS-15
2487 0 SR-25
3122 0 SUPER_90
28365 0 Shield
2531 0 SuperNova
45131 0 TYPE-89
43194 0 UMP45
29447 0 VECTOR_.45_ACP
68839 1 416-C_CARBINE
7851 1 552_COMMANDO
45851 1 556XI
5710 1 6P41
32148 1 9mm_C1
21333 1 9x19VSN
34195 1 AK-12
12679 1 AR33
5933 1 AUG_A2
31378 1 C7E
15998 1 C8-SFW
6263 1 CAMRS
49309 1 F2
17028 1 FMG-9
15331 1 G36C
1675 1 G8A1
3859 1 HK417
1019 1 ITA12L
50543 1 L85A2
11235 1 M1014
31774 1 M12
1414 1 M249
20240 1 M590A1
5177 1 M870
15997 1 MK17_CQB
50044 1 MP5
32928 1 MP5K
8482 1 MP5SD
51154 1 MP7
37146 1 MPX
31163 1 OTs-03
9314 1 P90
14193 1 PARA-308
7960 1 PDW9
50206 1 R4-C
3530 1 SASG-12
3321 1 SG-CQB
5067 1 SPAS-12
14143 1 SPAS-15
2291 1 SR-25
3214 1 SUPER_90
27552 1 Shield
2423 1 SuperNova
48374 1 TYPE-89
42459 1 UMP45
29837 1 VECTOR_.45_ACP
